Column1,company,experience,min_exp,max_exp,salary,location,joblisted(days_ago),postedin,rating,reviews_count,details,salary_data_provide_by,base_salary,max_salary,salary_disclosed,Exp_Pattern
"Sr. Data Analysts,",NAVEDAS TECHNOLOGY SOLUTIONS PRIVATE LIMITED,1-6 Yrs,1,6,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",1460,Naukri,3.8,6,"Consulting, Recruitment, Industry research",Unknown,360000,1330000,0,Range (X-Y yrs)
Need JD Edwards Financial Data Analyst (for 3 year contract),Rankskills Knowledge International,6-11 Yrs,6,11,Not Disclosed,"Doha, Qatar",24,Naukri,0,0,"Visualization, Financial Reporting, Financial Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Analyst  In Bpo,Subhadra Jobs Consultancy,6-11 Yrs,6,11,₹ 4 - 9L/yr,Bangalore Rural,24,Naukri,0,0,"Excel, Business Analytics, Data Manipulation",Salary Listed by Company,400000,900000,1,Range (X-Y yrs)
Data Analyst/Senior Data Analyst - Denodo Platform (3-8 yrs),HeadPro Consulting LLP,3-8 Yrs,3,8,Not Disclosed,Bangalore / Bengaluru,60,hirist,0,0,"Data Analyst, Data Visualization, Data Governance",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Randstad,1-5 Yrs,1,5,₹ 0.094 - 37L/yr (AmbitionBox estimate),"Mumbai suburbs, Mumbai, Mumbai",25,Naukri,0,0,"Excel, Google Suite, Data Analysis",Estimated by Ambition Box,9400,3700000,1,Range (X-Y yrs)
Senior Executive - Data Analyst,HDI outsourcing Services Private Limited,6-8 Yrs,6,8,₹ 4 - 6L/yr,Faridabad,25,Naukri,0,0,"Excel, Data Analysis, MS Office",Salary Listed by Company,400000,600000,1,Range (X-Y yrs)
Sr. Azure Data Analyst,Fusemachines,3-7 Yrs,3,7,Not Disclosed,Pune,60,Naukri,5,1,"SQL, MySQL, Project management",Unknown,360000,1330000,0,Range (X-Y yrs)
Data analyst trainer,Merida Tech Minds (opc),1-6 Yrs,1,6,₹ 1 - 1.5L/yr,Bangalore / Bengaluru,25,Naukri,0,0,"Data Analysis, Teaching skills",Salary Listed by Company,100000,150000,1,Range (X-Y yrs)
Data Analyst professionals are required,Saino Koyo Consulting,5-10 Yrs,5,10,₹ 20 - 32.5L/yr,Hyderabad / Secunderabad,25,Naukri,0,0,"Analytical Skills, Excellent Communication In English, Data Analysis",Salary Listed by Company,2000000,3250000,1,Range (X-Y yrs)
Big Data Engineer - AWS Platform (5-10 yrs),TCCS,5-10 Yrs,5,10,Not Disclosed,"Bangalore / Bengaluru, Gurgaon / Gurugram",30,hirist,1.8,10,"Big Data, AWS, Data Warehousing",Unknown,360000,1330000,0,Range (X-Y yrs)
Urgent Hiring For Digital Marketing Analyst with a Product based MNC,Peoplefy Infosolutions,4-9 Yrs,4,9,Not Disclosed,Pune,25,Naukri,0,0,"Powerbi, Digital Marketing Analyst, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Analyst,Nexpro247,0-5 Yrs,0,5,Not Disclosed,"Chennai, Pune, Mumbai",25,Naukri,0,0,"automation framework, python, analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Indian Internet Solutions,1-3 Yrs,1,3,Not Disclosed,Aurangabad,30,Naukri,2.8,4,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
G.M (Sales & Marketing),Damden Properties,10-15 Yrs,10,15,Not Disclosed,Bangalore / Bengaluru,2190,Naukri,5,2,"Customer service, Client servicing, Report generation",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - AWS,Expedite Technology Solutions LLC,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,270,Naukri,5,2,"Senior Data Analyst, AWS, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,NIG SOFTWARE SOLUTION,3-8 Yrs,3,8,Not Disclosed,Salem,150,Naukri,5,2,"Troubleshooting, Data analysis, Consulting",Unknown,360000,1330000,0,Range (X-Y yrs)
Informatica Data Analyst - Data Quality (6-10 yrs),RapidBraiins,6-10 Yrs,6,10,Not Disclosed,Bangalore / Bengaluru,26,hirist,0,0,"Data Quality, Informatica, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager - Data Analyst - MR Firm (7-9 yrs),iTaap,7-9 Yrs,7,9,Not Disclosed,"Mumbai, Gurgaon / Gurugram",60,iimjobs,5,1,"Analytics, Data Analytics, Data Management",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - TSI,BP INCORPORATE INTERNATIONAL.,1-3 Yrs,1,3,Not Disclosed,Pune,26,Naukri,0,0,"SAP, Manager Quality Assurance, Maximo",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - (For Warehouse OPs) at Andher East.,Job Search,2-7 Yrs,2,7,₹ 0.16 - 1.45L/yr (AmbitionBox estimate),Mumbai,26,Naukri,0,0,"Sales Dashboard, Power Bi, Coding",Estimated by Ambition Box,16000,145000,1,Range (X-Y yrs)
Online Data Analyst-ETL,Resource Infrastructure Management India,6-8 Yrs,6,8,₹ 8 - 12L/yr,Bangalore / Bengaluru,26,Naukri,0,0,"Azure, API, ETL",Salary Listed by Company,800000,1200000,1,Range (X-Y yrs)
Data Analyst,Collabera Technologies,5-10 Yrs,5,10,₹ 2 - 28L/yr (AmbitionBox estimate),Bangalore / Bengaluru,26,Naukri,0,0,"SQL Queries, Informatica, Data Warehousing",Estimated by Ambition Box,200000,2800000,1,Range (X-Y yrs)
Warehouse Operations & Data Analysis-MNC into Supply Chain,Nexus Manpower Solutions,3-8 Yrs,3,8,₹ 6.5 - 8L/yr,Bangalore / Bengaluru,26,Naukri,0,0,"data analysis, supply chain, hub operations",Salary Listed by Company,650000,800000,1,Range (X-Y yrs)
Data Analyst,Fedelty Healthcare Pvt Ltd,0-2 Yrs,0,2,₹ 1 - 2.25L/yr,Mumbai,26,Naukri,0,0,"Analytical Skills, Data Mining, Data Cleansing",Salary Listed by Company,100000,225000,1,Range (X-Y yrs)
Data Analyst,Sea and Beyond,1-4 Yrs,1,4,Not Disclosed,Mumbai,26,Naukri,0,0,"Data analysis, tableau, Maritime",Unknown,360000,1330000,0,Range (X-Y yrs)
Azure Data Analyst,Ascendion Engineering,4-7 Yrs,4,7,₹ 0.3 - 9.5L/yr (AmbitionBox estimate),"Chennai, Pune, Bangalore / Bengaluru",26,Naukri,0,0,"azure cost management, Azure, data analysis",Estimated by Ambition Box,30000,950000,1,Range (X-Y yrs)
Senior Data Analyst - Reporting & Visualization (5-8 yrs),Seikor,5-8 Yrs,5,8,Not Disclosed,Hyderabad / Secunderabad,27,hirist,0,0,"Data Analyst, Data Analytics, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
Software Engineer/Data Analyst - R/Python (4-8 yrs),Cryzdal,4-8 Yrs,4,8,Not Disclosed,Haryana,60,hirist,5,1,"Data Analyst, Python, R",Unknown,360000,1330000,0,Range (X-Y yrs)
Convosight - Senior Data Analyst - Power BI/Tableau (5-7 yrs),Convosight,5-7 Yrs,5,7,Not Disclosed,"Mumbai, Bangalore / Bengaluru, Gurgaon / Gurugram",60,hirist,2.7,19,"Data Analyst, Data Analytics, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Apparel Industry@Noida,Talentzq,3-6 Yrs,3,6,₹ 8 - 9.5L/yr,Noida,27,Naukri,0,0,"Retail Analytics, Power Bi, Data Visualization",Salary Listed by Company,800000,950000,1,Range (X-Y yrs)
HR Data Analyst,Peoplefy Infosolutions,6-11 Yrs,6,11,Not Disclosed,Navi Mumbai,27,Naukri,0,0,"Excel, Power Bi, Data Analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
GBS Material Master Data Analyst (MDM),Smith & Nephew,5-10 Yrs,5,10,Not Disclosed,Pune,27,Naukri,0,0,"Equity, SAP, Informatica",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Transformatrix Global,5-10 Yrs,5,10,₹ 5 - 10L/yr,Bangalore Rural,27,Naukri,0,0,"Data Science, Data Mining, Data Analytics",Salary Listed by Company,500000,1000000,1,Range (X-Y yrs)
Data Analyst,The IT Mind,5-10 Yrs,5,10,Not Disclosed,Chennai,270,Naukri,3.1,10,"SQL, Agile, Scrum",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Nurture Software Solutions Pvt Ltd,3-6 Yrs,3,6,Not Disclosed,Bangalore / Bengaluru,365,Naukri,1.7,34,"Manager Quality Control, Analytical, Operations",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Analyst/ Data Analyst,Aptus Data Labs,2-7 Yrs,2,7,Not Disclosed,Bangalore / Bengaluru,365,Naukri,2.7,4,"CRM, SQL, SMS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Tentacle solutions,8-13 Yrs,8,13,Not Disclosed,Remote,730,Naukri,4.1,3,"Javascript, Jquery, Css",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Billow People Services,1-3 Yrs,1,3,₹ 0.1 - 45L/yr (AmbitionBox estimate),Bangalore / Bengaluru,27,Naukri,0,0,"SQL Queries, ETL, Python",Estimated by Ambition Box,10000,4500000,1,Range (X-Y yrs)
Data Analyst - SQL/Azure (3-6 yrs),GM INFOTECH,3-6 Yrs,3,6,Not Disclosed,"Mumbai, Navi Mumbai",60,hirist,4.4,2,"Data Analyst, SQL, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - MIS - Mutual Fund (5-6 yrs),Arin Consultancy Pvt. Ltd.,5-6 Yrs,5,6,Not Disclosed,Mumbai,30,iimjobs,3,1,"Analytics, Data Analytics, Consulting - BFSI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Valocity,1-4 Yrs,1,4,Not Disclosed,New Delhi,30,Naukri,2.3,6,"Data Analyst, Troubleshooting, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Solution Manager - Power BI (7-10 yrs),GM INFOTECH,7-10 Yrs,7,10,Not Disclosed,Pune,60,hirist,4.4,2,"Power BI, Data Analyst, Solution Design",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Processing Analyst - Research Operations,Savanta,1-4 Yrs,1,4,Not Disclosed,"New Delhi, Noida",1095,Naukri,3.5,7,"Career development, Data analysis, Diversity and Inclusion",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Qualtrics Data Analyst,Anika Technologies,7-10 Yrs,7,10,₹ 3.24 - 28L/yr (AmbitionBox estimate),Bangalore / Bengaluru,29,Naukri,0,0,"Data Manipulation, Implementing Data Models, SAP CRM",Estimated by Ambition Box,324000,2800000,1,Range (X-Y yrs)
Online Data Analyst -ETL,Ontrack Hr Services,6-8 Yrs,6,8,₹ 15 - 18L/yr,Bangalore / Bengaluru,29,Naukri,0,0,"Data Automation, Cloud Platforms, Api Integration",Salary Listed by Company,1500000,1800000,1,Range (X-Y yrs)
Data Analyst,SKY Jobs Hr Services,5-10 Yrs,5,10,₹ 12 - 22L/yr,"Chennai, Pune, Bangalore Rural
													+1 more",29,Naukri,0,0,"SAS, Power Bi, ANMF",Salary Listed by Company,1200000,2200000,1,Range (X-Y yrs)
Financial Data Analyst || Hybrid || Bangalore,Sunrise Job Consultancy,1-6 Yrs,1,6,₹ 1 - 6L/yr,Bangalore / Bengaluru,29,Naukri,0,0,"Financial Analysis, Excel, Accounting",Salary Listed by Company,100000,600000,1,Range (X-Y yrs)
Business Analyst in Data Analytics,Mount Talent Consulting,3-8 Yrs,3,8,₹ 5.5 - 15L/yr,Chennai,29,Naukri,0,0,"Data Modelling, Business Analyst, VBA",Salary Listed by Company,550000,1500000,1,Range (X-Y yrs)
Data Analyst | Forecasting | Power BI | WFH | US MNC | Gurgaon,Impetus Consultants,3-8 Yrs,3,8,₹ 4.5 - 8.5L/yr,Gurgaon / Gurugram,29,Naukri,0,0,"Data Science, Power BI, Capacity Planning",Salary Listed by Company,450000,850000,1,Range (X-Y yrs)
Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8,₹ 15 - 30L/yr,"Bangalore / Bengaluru, Hyderabad / Secunderabad",29,Naukri,0,0,"Business Intelligence, hql, Business Analytics",Salary Listed by Company,1500000,3000000,1,Range (X-Y yrs)
Data Analyst,ELEVATE Global,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,60,Naukri,4.2,3,"Consulting, Market research, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior IT Data Analyst - Data Visualization Tools (3-15 yrs),Dotflick Solutions,3-15 Yrs,3,15,Not Disclosed,"Guwahati, Orrisa, Patiala
													+10 more",30,hirist,0,0,"Big Data, Data Analyst, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Lead Data Analyst (Managing Database)_Immediate_Bangalore_WFO,HR Central,4-6 Yrs,4,6,₹ 5 - 35L/yr (AmbitionBox estimate),Bangalore / Bengaluru,30,Naukri,0,0,"Data Validation, Data Compilation, Database Management",Estimated by Ambition Box,500000,3500000,1,Range (X-Y yrs)
Urgent hiring For Data Analyst  in leading MNC (Third party payroll),Altezzasys,6-11 Yrs,6,11,₹ 0.15 - 36L/yr (AmbitionBox estimate),"Chennai, Pune",30,Naukri,0,0,"Kubeflow, AWS Lambdas, Amazon Redshift",Estimated by Ambition Box,15000,3600000,1,Range (X-Y yrs)
ASSISTANT DATA ANALYST,Aditya Pharmacy,0-2 Yrs,0,2,Not Disclosed,Hyderabad / Secunderabad,730,Naukri,3.5,7,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
SupplyChain Consultant(techno function)(Supply Chan Data Analyst) WFH,INTELLI SEARCH,3-8 Yrs,3,8,₹ 8 - 18L/yr,Bangalore / Bengaluru,30,Naukri,0,0,"delivery, confluence, Ecommerce",Salary Listed by Company,800000,1800000,1,Range (X-Y yrs)
Quantitative Analyst/ Data Analyst,Randstad,1-6 Yrs,1,6,Not Disclosed,Ahmedabad,30,Naukri,0,0,"Statistics, Python",Unknown,9400,3700000,0,Range (X-Y yrs)
Data Analyst,Dynpro,2-5 Yrs,2,5,₹ 2 - 5.5L/yr,Hyderabad / Secunderabad,30,Naukri,0,0,"Data Analysis, Data Cleansing, Advanced Excel",Salary Listed by Company,200000,550000,1,Range (X-Y yrs)
BIU Manager- ATM _ Bank,V Konnect,5-10 Yrs,5,10,₹ 12 - 17L/yr,Mumbai,30,Naukri,0,0,"Business Intelligence, predictive modelling, portfolio",Salary Listed by Company,1200000,1700000,1,Range (X-Y yrs)
HR Data Analyst/Analytics,Peoplefy Infosolutions,7-12 Yrs,7,12,Not Disclosed,Navi Mumbai,30,Naukri,0,0,"Excel, Data Management, Data Analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst/Managers-2074,Live Connections,2-7 Yrs,2,7,₹ 7 - 9L/yr,Chennai,30,Naukri,0,0,"Unica Campaign, Power Bi, Data Mining",Salary Listed by Company,700000,900000,1,Range (X-Y yrs)
SR.Engineer-Data Analyst/ Dx Consultant,Alliance Placement Solutions,5-6 Yrs,5,6,₹ 5.5 - 7L/yr,Bawal,30,Naukri,0,0,"Business Analyst, system design, Data Analyst",Salary Listed by Company,550000,700000,1,Range (X-Y yrs)
Data Analytic | Fresher | Business Analytics,Creative Hands HR,2-5 Yrs,2,5,₹ 2.5 - 6L/yr,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",30,Naukri,0,0,"excel, Business Research, freshers",Salary Listed by Company,250000,600000,1,Range (X-Y yrs)
Data Analyst - Looker Studio Expert,Jay Consulting,2-7 Yrs,2,7,₹ 3 - 7L/yr,Jaipur,30,Naukri,0,0,"Google Data Studio, Power Bi, Excel Dashboards",Salary Listed by Company,300000,700000,1,Range (X-Y yrs)
Data Analyst,Access Partners,4-7 Yrs,4,7,₹ 0.13 - 60L/yr (AmbitionBox estimate),India,30,Naukri,0,0,"Data Analytics, MIS Reporting",Estimated by Ambition Box,13000,6000000,1,Range (X-Y yrs)
Data Analyst,Supplymint,1-3 Yrs,1,3,Not Disclosed,Gurgaon / Gurugram,30,Naukri,0,0,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
We Are Hiring Full stack Python Developer ( Business & Data Analyst),Coriolis Tech,0-1 Yrs,0,1,₹ 4.25 - 7L/yr,Pune,30,Naukri,0,0,c,Salary Listed by Company,425000,700000,1,Range (X-Y yrs)
Lead Analyst - Market Insights - Diversity Role,Flexability Hr Solutions,7-12 Yrs,7,12,₹ 15 - 27.5L/yr,Pune,30,Naukri,0,0,"market Analyst, Power Bi, market insight",Salary Listed by Company,1500000,2750000,1,Range (X-Y yrs)
Data Analyst,Mits Solution,5-10 Yrs,5,10,₹ 20 - 25L/yr,Bangalore Rural,30,Naukri,0,0,"Power Bi, Snowflake, ETL",Salary Listed by Company,2000000,2500000,1,Range (X-Y yrs)
Data Analyst,Material Depot,2-5 Yrs,2,5,Not Disclosed,Bangalore / Bengaluru,270,Naukri,3.7,5,"Manager Quality Assurance, Troubleshooting, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Software Developer,Scientiaarc Solutions Ltd,1-5 Yrs,1,5,Not Disclosed,Kanyakumari,240,Naukri,4.7,2,"cloud architect, big data analyst, Simulink",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,GForce Consulting Solutions,3-7 Yrs,3,7,Not Disclosed,Gurgaon / Gurugram,365,Naukri,4.2,3,"SQL, Python, Business intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Healthcare Data Analyst,Tech Rakers,6-9 Yrs,6,9,₹ 15 - 17L/yr,Hyderabad / Secunderabad,30,Naukri,1,2,"data analysis, Power BI, SAS",Salary Listed by Company,1500000,1700000,1,Range (X-Y yrs)
Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2,6,₹ 18 - 25L/yr,Noida,30,Naukri,0,0,"APOC Library, Neo4J, Cypher",Salary Listed by Company,1800000,2500000,1,Range (X-Y yrs)
Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2,6,₹ 18 - 25L/yr,Pune,30,Naukri,0,0,"APOC Library, Neo4J, Cypher",Salary Listed by Company,1800000,2500000,1,Range (X-Y yrs)
Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2,6,₹ 18 - 25L/yr,Bangalore / Bengaluru,30,Naukri,0,0,"APOC Library, Neo4J, Cypher",Salary Listed by Company,1800000,2500000,1,Range (X-Y yrs)
Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2,6,₹ 18 - 25L/yr,Gurgaon / Gurugram,30,Naukri,0,0,"APOC Library, Neo4J, Cypher",Salary Listed by Company,1800000,2500000,1,Range (X-Y yrs)
Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3,8,₹ 15 - 30L/yr,"Delhi/Ncr, Gurgaon / Gurugram, Noida",30,Naukri,0,0,"Business Intelligence, hql, Business Analytics",Salary Listed by Company,1500000,3000000,1,Range (X-Y yrs)
Azure Data Analyst,Ascendion Engineering,4-9 Yrs,4,9,₹ 12 - 22L/yr,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",30,Naukri,0,0,"Azure, Snowflake, Data Analysis",Salary Listed by Company,1200000,2200000,1,Range (X-Y yrs)
Data Analyst with a US Based Product Company-Jaipur,Seventh Contact Hiring Solutions,6-10 Yrs,6,10,Not Disclosed,Jaipur,30,Naukri,0,0,"SED, Shell Scripting, AWK",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst - SQL / ETL,People Connection,9-14 Yrs,9,14,₹ 3.2 - 13L/yr (AmbitionBox estimate),Mumbai,30,Naukri,0,0,"shared services, data analysis, data analytics",Estimated by Ambition Box,320000,1300000,1,Range (X-Y yrs)
"Fresher, Graduate, Recruitment, HR, MBA, Marketing, Communication",Iplace Consultant,0-2 Yrs,0,2,₹ 2 - 5L/yr,"Chennai, Pune, Mumbai",30,Naukri,0,0,"BBA, BPO, Calling",Salary Listed by Company,200000,500000,1,Range (X-Y yrs)
Data Analyst 1,Thoughtgen Analytics,0-2 Yrs,0,2,₹ 3.5 - 5L/yr,Mumbai Suburbs,30,Naukri,0,0,"Excel, Power Bi, Tableau",Salary Listed by Company,350000,500000,1,Range (X-Y yrs)
Data Analyst/Data Tester,Placenet Consultants,4-6 Yrs,4,6,Not Disclosed,Hyderabad / Secunderabad,30,Naukri,0,0,"Testing Tools, sparksql, data tester",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,CRE Matrix,0-4 Yrs,0,4,Not Disclosed,Mumbai,60,Naukri,4.6,2,"Data entry, Leasing, CRE",Unknown,360000,1330000,0,Range (X-Y yrs)
RBHU Analytics - Data Analyst Trainee - R/Python (0-2 yrs),RBHU ETG Private Limited,0-2 Yrs,0,2,Not Disclosed,Mumbai,60,hirist,2.9,4,"Data Analyst, R, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Golden Gate Battery,2-6 Yrs,2,6,Not Disclosed,Cochin/Ernakulam/Kochi,30,Naukri,0,0,"Data analysis, Malayalam, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Tyootr,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,30,Naukri,0,0,"data mining, data cleansing, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Facts N Data,3-6 Yrs,3,6,Not Disclosed,Noida,60,Naukri,5,1,"metadata, python, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst(0 Experience Required),Peroptyx,0-5 Yrs,0,5,Not Disclosed,Delhi/Ncr,30,Naukri,0,0,"Data Analysis, Data Analytics, Data Mapping",Unknown,360000,1330000,0,Range (X-Y yrs)
Associate Data Analyst,Talentas Technology Private Limited,1-2 Yrs,1,2,Not Disclosed,Hyderabad / Secunderabad,365,Naukri,4.7,2,"Python, Stored procedures, Machine learning",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Aryavart Institute of Technology,1-3 Yrs,1,3,Not Disclosed,"Kanpur, Supaul, Patna
													+1 more",60,Naukri,5,1,"Data analysis, Data mining, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python/R/SQL (5-7 yrs),sm it services,5-7 Yrs,5,7,Not Disclosed,Thane,30,hirist,0,0,"Data Analytics, Data Analyst, Dashboard Design",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - Business Intelligence (3-5 yrs),Insight Advisors Private Limited,3-5 Yrs,3,5,Not Disclosed,"International/Overseas, Saudi arabia",60,hirist,5,1,"SQL, Power BI, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
BI Data Analyst,sortimat technology pvt. ltd.,2-3 Yrs,2,3,Not Disclosed,Bangalore / Bengaluru,30,Naukri,0,0,"PLM, ERP, Technical management",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,ASSA ABLOY Entrance Systems,5-7 Yrs,5,7,Not Disclosed,Chennai,30,Naukri,0,0,"python, data analysis, business requirements",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python/SQL (2-5 yrs),Whizz HR,2-5 Yrs,2,5,Not Disclosed,Bangalore / Bengaluru,60,hirist,3.3,7,"Data Analyst, Data Analytics, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Human Resources Data Analyst II,Hillenbrand,2-4 Yrs,2,4,Not Disclosed,Coimbatore,150,Naukri,3.7,4,"Analytics, Automation, Continuous improvement",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Pearlsoft Technology,4-9 Yrs,4,9,Not Disclosed,Chennai,210,Naukri,3.6,5,"Senior Data Analyst, Oracle, SSIS",Unknown,360000,1330000,0,Range (X-Y yrs)
Events Data Analyst,Bloomberg UTV,1-2 Yrs,1,2,Not Disclosed,Mumbai,365,Naukri,4,3,"Data Analyst, Customer support, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Research Analyst,"MarketJoy, Inc.",2-6 Yrs,2,6,Not Disclosed,Pune,365,Naukri,3.4,6,"Market research, Data analysis, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Luminar Technologies,0-4 Yrs,0,4,Not Disclosed,New Delhi,365,Naukri,4.1,3,"Automotive, Manager Internal Audit, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,InsightsE,1-2 Yrs,1,2,Not Disclosed,Cochin/Ernakulam/Kochi,1095,Naukri,4.3,2,"Data analysis, SAS, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - SQL/Python (2-4 yrs),Yo HR Consultancy,2-4 Yrs,2,4,Not Disclosed,Mumbai,60,hirist,5,1,"Data Analyst, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Sea and Beyond,1-2 Yrs,1,2,Not Disclosed,"Navi Mumbai, Mumbai",30,Naukri,0,0,"Macros, Photoshop, Adobe",Unknown,360000,1330000,0,Range (X-Y yrs)
Marketing /CRM Data Analyst,Marrina decisions,2-5 Yrs,2,5,Not Disclosed,Remote,300,Naukri,4,3,"CRM, Project management, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Hudson Data,2-5 Yrs,2,5,Not Disclosed,Remote,365,Naukri,3.5,5,"Data Analyst, Business process, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,altbalaji,2-5 Yrs,2,5,Not Disclosed,Mumbai,365,Naukri,3.1,9,"Analytics, Javascript, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data scientist / Data Analyst / AI Expert,Innovadors Lab Pvt Ltd,1-2 Yrs,1,2,Not Disclosed,Bhubaneshwar,1095,Naukri,4,3,"Testing, Python, Open source",Unknown,360000,1330000,0,Range (X-Y yrs)
Lead/Senior Data Analyst - Internet/Online (4-6 yrs),Youth4 Talent Solutions and Services,4-6 Yrs,4,6,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,0,0,"Predictive Modeling, Data Modeling, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Junior Data Analyst,PIPECARE Group,0-2 Yrs,0,2,Not Disclosed,Noida,90,Naukri,3.2,7,"GIS, Petrochemical, Manager Quality Assurance",Unknown,360000,1330000,0,Range (X-Y yrs)
DATA ANALYST/ SCIENTIST,Mid Town Software,2-6 Yrs,2,6,Not Disclosed,Mohali,120,Naukri,3.9,3,"SQL, Python, Business analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,ThyssenKrupp Elevator (India) Pvt. Ltd,8-12 Yrs,8,12,Not Disclosed,Thane,150,Naukri,3,7,"Data analysis, SQL, Process improvement",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - SQL/Python (3-5 yrs),SILCOSYS Solutions Pvt. Ltd,3-5 Yrs,3,5,Not Disclosed,Hyderabad / Secunderabad,30,hirist,0,0,"SQL, Python, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python (3-5 yrs),K2 Data & Analytics,3-5 Yrs,3,5,Not Disclosed,Hyderabad / Secunderabad,30,hirist,0,0,"Data Analyst, Data Analytics, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Project Manager - Data Analytics (7-12 yrs),ProPMO Services Private Limited,7-12 Yrs,7,12,Not Disclosed,Pune,30,hirist,0,0,"Data Analyst, Data Analytics, IIOT",Unknown,360000,1330000,0,Range (X-Y yrs)
